"Gene","Module"
"239680_at","grey"
"232584_at","grey"
"1558540_s_at","brown"
"238220_at","blue"
"230472_at","grey"
"210630_s_at","turquoise"
"1560746_at","grey"
"1570588_at","grey"
"221561_at","grey"
"1569543_at","grey"
"1561530_at","grey"
"222963_s_at","turquoise"
"1561600_at","grey"
"1555111_at","turquoise"
"243325_at","grey"
"1559520_at","grey"
"215080_s_at","grey"
"211298_s_at","grey"
"1569277_at","grey"
"1559518_at","grey"
"39248_at","grey"
"210319_x_at","grey"
"221191_at","blue"
"216618_at","grey"
"206070_s_at","turquoise"
"241744_x_at","grey"
"210619_s_at","blue"
"239860_at","grey"
"209279_s_at","turquoise"
"1560182_at","grey"
"215597_x_at","brown"
"209991_x_at","turquoise"
"202687_s_at","blue"
"233120_at","grey"
"243767_at","brown"
"217470_at","grey"
"233575_s_at","grey"
"1554621_at","grey"
"211466_at","blue"
"1559483_at","grey"
"1564400_at","grey"
"227480_at","blue"
"244045_at","blue"
"1562464_at","grey"
"209994_s_at","grey"
"1569617_at","blue"
"215803_at","grey"
"233231_at","grey"
"1562431_x_at","grey"
"242239_at","blue"
"1553022_at","grey"
"1552837_at","grey"
"223443_s_at","turquoise"
"1558732_at","blue"
"205234_at","grey"
"219998_at","grey"
"203499_at","blue"
"239326_at","grey"
"244048_x_at","grey"
"1553396_a_at","grey"
"222939_s_at","turquoise"
"209949_at","grey"
"1556950_s_at","blue"
"1557566_at","grey"
"241909_at","grey"
"1557486_at","grey"
"238203_at","grey"
"211537_x_at","turquoise"
"1564467_at","grey"
"238654_at","turquoise"
"1558160_at","grey"
"1554239_s_at","turquoise"
"1555716_a_at","grey"
"1562879_at","grey"
"242601_at","grey"
"1557963_at","blue"
"222170_at","grey"
"206232_s_at","turquoise"
"204824_at","turquoise"
"243041_s_at","brown"
"224236_s_at","grey"
"223131_s_at","grey"
"209699_x_at","grey"
"241784_x_at","grey"
"238315_s_at","grey"
"217445_s_at","grey"
"237926_s_at","grey"
"237687_at","grey"
"209254_at","grey"
"1552987_a_at","grey"
"243478_at","grey"
"1552792_at","grey"
"243354_at","grey"
"211986_at","blue"
"207980_s_at","turquoise"
"240145_at","grey"
"202934_at","grey"
"215684_s_at","turquoise"
"239849_at","grey"
"237409_at","brown"
"1554768_a_at","grey"
"244449_at","grey"
"240580_at","turquoise"
"244230_at","brown"
"242795_at","grey"
"220836_at","grey"
"235825_at","grey"
"211776_s_at","turquoise"
"230430_at","blue"
"207854_at","grey"
"237538_at","brown"
"211078_s_at","grey"
"244517_x_at","grey"
"1565805_at","grey"
"244170_at","turquoise"
"220281_at","turquoise"
"206994_at","grey"
"205450_at","grey"
"234016_at","grey"
"1557852_at","grey"
"1556125_at","grey"
"236748_at","grey"
"1554901_at","grey"
"201818_at","turquoise"
"232926_x_at","grey"
"214437_s_at","turquoise"
"216314_at","grey"
"231891_at","grey"
"227214_at","grey"
"241102_at","grey"
"232298_at","grey"
"1570523_s_at","grey"
"1562209_at","grey"
"1554883_a_at","turquoise"
"202662_s_at","grey"
"1558754_at","grey"
"231286_at","grey"
"212268_at","grey"
"206930_at","grey"
"1561473_at","brown"
"218663_at","grey"
"241209_at","grey"
"1563498_s_at","grey"
"1560144_at","grey"
"242645_at","blue"
"226804_at","grey"
"226701_at","blue"
"236732_at","blue"
"1553271_at","grey"
"212488_at","brown"
"220324_at","grey"
"228298_at","grey"
"1562276_at","grey"
"1555004_a_at","grey"
"1559807_at","blue"
"1553180_at","grey"
"1559259_at","blue"
"1559285_at","grey"
"239336_at","grey"
"1561564_at","grey"
"205946_at","grey"
"201616_s_at","blue"
"1556749_at","turquoise"
"217698_at","grey"
"235567_at","brown"
"240759_at","blue"
"1566464_at","grey"
"1565819_at","grey"
"214056_at","grey"
"235683_at","turquoise"
"220354_at","grey"
"240960_at","blue"
"35974_at","turquoise"
"218657_at","turquoise"
"243538_at","grey"
"1559229_at","grey"
"231127_at","grey"
"215155_at","brown"
"220361_at","turquoise"
"242943_at","grey"
"237710_at","blue"
"232903_at","brown"
"233462_at","grey"
"210649_s_at","turquoise"
"220392_at","grey"
"229059_at","grey"
"240747_at","grey"
"231945_at","grey"
"230950_at","grey"
"243805_at","grey"
"1569552_at","grey"
"1552933_at","grey"
"217231_s_at","turquoise"
"1552572_a_at","grey"
"208464_at","grey"
"1561414_at","grey"
"1560980_a_at","grey"
"1555103_s_at","grey"
"233050_at","turquoise"
"1555002_at","grey"
"202151_s_at","turquoise"
"222527_s_at","brown"
"243528_at","grey"
"220531_at","grey"
"223381_at","turquoise"
"236778_at","turquoise"
"204798_at","grey"
"1563033_x_at","grey"
"224489_at","grey"
"223749_at","grey"
"232606_at","grey"
"233314_at","grey"
"1557488_at","grey"
"240601_at","brown"
"205857_at","grey"
"203702_s_at","grey"
"239653_at","blue"
"1557468_at","grey"
"208285_at","grey"
"1561396_at","grey"
"236099_at","grey"
"220615_s_at","turquoise"
"1566082_at","grey"
"1555830_s_at","grey"
"211962_s_at","blue"
"218162_at","grey"
"220124_at","grey"
"237756_at","grey"
"237212_at","grey"
"1563392_at","grey"
"231380_at","grey"
"232137_at","grey"
"1556291_at","grey"
"230718_at","grey"
"230323_s_at","grey"
"1553299_at","grey"
"232190_x_at","grey"
"1554675_a_at","turquoise"
"241678_at","grey"
"1569770_x_at","grey"
"1553792_at","grey"
"1557599_a_at","grey"
"215360_at","grey"
"214487_s_at","grey"
"1570445_a_at","grey"
"206977_at","grey"
"233543_s_at","grey"
"234426_x_at","grey"
"241903_at","grey"
"207262_at","grey"
"204468_s_at","grey"
"231274_s_at","turquoise"
"220940_at","blue"
"228141_at","grey"
"1563254_a_at","grey"
"241860_at","grey"
"240246_at","blue"
"240703_s_at","grey"
"217316_at","grey"
"1555169_at","grey"
"201120_s_at","turquoise"
"209387_s_at","grey"
"1570629_at","grey"
"234110_at","brown"
"214743_at","blue"
"1557642_at","grey"
"243913_at","grey"
"1553266_at","grey"
"207886_s_at","grey"
"209876_at","turquoise"
"224518_s_at","turquoise"
"237943_at","blue"
"235267_at","grey"
"240024_at","turquoise"
"223551_at","turquoise"
"232999_at","turquoise"
"226342_at","blue"
"237729_at","grey"
"1556730_at","grey"
"208054_at","grey"
"210394_x_at","grey"
"243602_at","grey"
"227919_at","grey"
"1566571_at","grey"
"64432_at","turquoise"
"1557881_at","grey"
"234709_at","grey"
"216193_at","grey"
"1552908_at","grey"
"218880_at","grey"
"235117_at","turquoise"
"232958_at","grey"
"1554874_at","grey"
"229616_s_at","grey"
"240419_at","turquoise"
"206163_at","grey"
"1560524_at","grey"
"217247_at","grey"
"1559458_at","grey"
"204641_at","grey"
"210662_at","grey"
"240777_at","grey"
"211265_at","grey"
"205113_at","turquoise"
"1552372_at","grey"
"1570439_at","grey"
"217919_s_at","turquoise"
"235180_at","grey"
"1555125_at","blue"
"228035_at","grey"
"242904_x_at","turquoise"
"217059_at","grey"
"228066_at","turquoise"
"1561073_at","grey"
"211039_at","grey"
"1552411_at","grey"
"242406_at","grey"
"233610_at","grey"
"242702_at","grey"
"1555719_a_at","grey"
"1563068_at","grey"
"207156_at","grey"
"1568589_at","grey"
"206950_at","grey"
"1561450_at","grey"
"205257_s_at","turquoise"
"1566141_at","grey"
"219565_at","grey"
"224329_s_at","grey"
"244697_at","blue"
"1553462_at","grey"
"236739_at","blue"
"1556608_a_at","grey"
"1552619_a_at","grey"
"1559322_at","grey"
"1566622_at","blue"
"203466_at","turquoise"
"238451_at","grey"
"240427_at","grey"
"1555610_at","grey"
"225655_at","blue"
"1554020_at","turquoise"
"1560107_at","grey"
"241796_x_at","grey"
"241468_at","brown"
"238688_at","blue"
"233504_at","grey"
"240787_at","grey"
"219608_s_at","brown"
"222383_s_at","grey"
"205757_at","blue"
"1557227_s_at","grey"
"220771_at","grey"
"1560413_at","grey"
"1562737_at","grey"
"204421_s_at","grey"
"214416_at","grey"
"1554739_at","grey"
"238368_at","grey"
"1568672_at","grey"
"200978_at","turquoise"
"233283_at","grey"
"201189_s_at","grey"
"222744_s_at","turquoise"
"207115_x_at","grey"
"206118_at","turquoise"
"236483_at","turquoise"
"219962_at","grey"
"232848_at","grey"
"225767_at","grey"
"1562582_at","grey"
"1553472_at","grey"
"1562916_at","grey"
"1559725_at","grey"
"212182_at","turquoise"
"205403_at","grey"
"1554986_a_at","grey"
"208699_x_at","turquoise"
"36830_at","turquoise"
"1554863_s_at","turquoise"
"208282_x_at","grey"
"238996_x_at","turquoise"
"222095_s_at","grey"
"221755_at","turquoise"
"1557438_at","grey"
"1556261_a_at","turquoise"
"243298_at","grey"
"232083_at","grey"
"228144_at","grey"
"244860_at","grey"
"224351_at","grey"
"226408_at","blue"
"210222_s_at","turquoise"
"232459_at","blue"
"1552675_at","grey"
"244733_at","blue"
"235557_at","grey"
"237449_at","grey"
"1552573_s_at","grey"
"243740_at","grey"
"1556325_at","grey"
"1561789_at","grey"
"1557674_s_at","grey"
"206429_at","grey"
"241583_x_at","grey"
"233505_at","grey"
"214697_s_at","grey"
"231993_at","grey"
"243874_at","blue"
"224949_at","turquoise"
"220318_at","grey"
"1560622_at","blue"
"206081_at","grey"
"229768_at","grey"
"234173_s_at","grey"
"1570202_a_at","grey"
"1567181_x_at","grey"
"205625_s_at","turquoise"
"210353_s_at","grey"
"1555011_at","grey"
"239546_at","grey"
"220012_at","grey"
"208471_at","grey"
"216831_s_at","turquoise"
"223799_at","grey"
"1555492_a_at","grey"
"244578_at","grey"
"1552334_at","grey"
"203213_at","turquoise"
"1560787_at","blue"
"220238_s_at","grey"
"202854_at","turquoise"
"238562_at","grey"
"224488_s_at","grey"
"214782_at","blue"
"237061_at","grey"
"238962_at","turquoise"
"240401_at","grey"
"1552740_at","grey"
"226895_at","blue"
"207870_at","grey"
"203325_s_at","grey"
"224973_at","grey"
"1568735_at","blue"
"238193_at","blue"
"221678_at","grey"
"240586_at","grey"
"216533_at","grey"
"1559419_at","blue"
"1569835_at","grey"
"238361_s_at","grey"
"240762_at","turquoise"
"202864_s_at","blue"
"207149_at","turquoise"
"220058_at","grey"
"235818_at","grey"
"1568660_a_at","grey"
"233025_at","blue"
"219797_at","grey"
"231239_at","grey"
"228322_at","grey"
"1557446_x_at","grey"
"240712_s_at","grey"
"210268_at","brown"
"205280_at","turquoise"
"225687_at","turquoise"
"242490_at","brown"
"244323_at","grey"
"243211_at","grey"
"217690_at","grey"
"1553127_a_at","grey"
"1555364_at","brown"
"217085_at","grey"
"221928_at","blue"
"244545_at","grey"
"1570106_at","grey"
"215390_at","grey"
"1559188_x_at","grey"
"207341_at","grey"
"203157_s_at","turquoise"
"1565732_at","grey"
"207934_at","grey"
"237667_at","grey"
"208907_s_at","turquoise"
"211421_s_at","turquoise"
"1563133_at","grey"
"1567246_at","grey"
"215846_at","grey"
"205903_s_at","grey"
"1569306_at","grey"
"215647_at","grey"
"1560404_a_at","grey"
"1552694_at","turquoise"
"1560119_at","blue"
"1554723_x_at","grey"
"204416_x_at","grey"
"225832_s_at","turquoise"
"235458_at","grey"
"229882_at","turquoise"
"1561408_at","grey"
"243637_at","grey"
"225983_s_at","grey"
"1562775_at","grey"
"242726_at","grey"
"213342_at","blue"
"241742_at","grey"
"213652_at","grey"
"1560869_a_at","brown"
"234148_at","blue"
"1561322_at","grey"
"244567_at","grey"
"1556064_at","turquoise"
"213565_s_at","grey"
"236637_at","turquoise"
"243662_at","brown"
"206023_at","turquoise"
"233884_at","blue"
"1556847_s_at","grey"
"206664_at","grey"
"1556796_at","grey"
"235512_at","turquoise"
"236608_at","grey"
"241180_at","grey"
"227900_at","turquoise"
"205123_s_at","turquoise"
"1557242_at","brown"
"1562071_at","grey"
"216974_at","grey"
"1554513_s_at","grey"
"1555281_x_at","turquoise"
"228750_at","grey"
"1556496_a_at","grey"
"219730_at","grey"
"232236_at","grey"
"223273_at","turquoise"
"214432_at","turquoise"
"224771_at","blue"
"1554889_at","grey"
"208358_s_at","grey"
"240847_at","grey"
"233901_at","grey"
"1557395_at","grey"
"1555444_a_at","brown"
"214521_at","grey"
"212224_at","grey"
"206786_at","grey"
"203418_at","grey"
"231982_at","turquoise"
"1555908_at","grey"
"239649_at","blue"
"207584_at","grey"
"213276_at","turquoise"
"236963_at","grey"
"236548_at","grey"
"239980_at","grey"
"227152_at","blue"
"240157_at","grey"
"1559763_at","grey"
"214234_s_at","grey"
"204004_at","grey"
"1564451_at","grey"
"1560978_at","grey"
"1570009_at","grey"
"222926_at","grey"
"237354_at","grey"
"242742_at","blue"
"218163_at","turquoise"
"1552691_at","grey"
"239895_at","grey"
"205419_at","grey"
"237508_at","grey"
"1553920_at","grey"
"224565_at","blue"
"214702_at","grey"
"204929_s_at","brown"
"229262_at","grey"
"227275_at","grey"
"233635_at","grey"
"234083_at","blue"
"223616_at","grey"
"220722_s_at","grey"
"205833_s_at","grey"
"236480_at","grey"
"1553296_at","grey"
"205681_at","grey"
"233305_at","turquoise"
"216233_at","grey"
"234688_x_at","blue"
"1560552_a_at","grey"
"205901_at","turquoise"
"239307_at","grey"
"230991_at","grey"
"220477_s_at","turquoise"
"239588_s_at","blue"
"224114_at","grey"
"1562999_x_at","grey"
"203126_at","grey"
"231470_at","grey"
"224165_s_at","grey"
"206442_at","grey"
"235453_at","grey"
"212543_at","grey"
"241264_at","grey"
"234562_x_at","blue"
"217599_s_at","grey"
"1556814_a_at","grey"
"216720_at","grey"
"215086_at","grey"
"242690_at","grey"
"233818_at","grey"
"204723_at","turquoise"
"242550_at","grey"
"229176_at","turquoise"
"232108_at","grey"
"241760_x_at","grey"
"216942_s_at","grey"
"1558406_a_at","grey"
"1556964_s_at","blue"
"207331_at","grey"
"1553851_at","grey"
"232944_at","brown"
"209795_at","grey"
"229570_at","grey"
"1556940_at","grey"
"201825_s_at","turquoise"
"1556388_a_at","grey"
"233626_at","grey"
"1565800_x_at","grey"
"203835_at","blue"
"1558346_at","grey"
"230615_at","grey"
"244027_at","blue"
"242496_at","grey"
"1561213_at","grey"
"227818_at","turquoise"
"1558813_at","grey"
"240738_at","grey"
"242518_at","grey"
"231491_at","grey"
"1561519_at","grey"
"222721_at","blue"
"235981_at","grey"
"1570192_at","grey"
"243745_at","blue"
"218943_s_at","grey"
"1561271_at","grey"
"234640_x_at","grey"
"237492_at","grey"
"220800_s_at","grey"
"234823_at","grey"
"236502_at","grey"
"231494_at","grey"
"229341_at","grey"
"1558391_s_at","grey"
"236149_at","grey"
"216171_at","grey"
"1570507_at","brown"
"201629_s_at","turquoise"
"229806_at","turquoise"
"232963_at","brown"
"1560184_at","grey"
"1564707_x_at","turquoise"
"1560864_at","grey"
"214776_x_at","blue"
"208368_s_at","grey"
"222501_s_at","grey"
"1566694_at","grey"
"243084_at","grey"
"220919_s_at","grey"
"233194_at","grey"
"1560538_at","grey"
"1555939_at","grey"
"211425_x_at","grey"
"212768_s_at","turquoise"
"217564_s_at","grey"
"231793_s_at","grey"
"241682_at","grey"
"1562876_s_at","grey"
"1561164_at","grey"
"215561_s_at","grey"
"239001_at","blue"
"1561767_at","blue"
"1569864_at","turquoise"
"1562642_at","grey"
"205576_at","grey"
"239013_at","blue"
"241011_at","grey"
"1560994_x_at","grey"
"221521_s_at","grey"
"1561892_at","grey"
"1555766_a_at","grey"
"1557631_at","grey"
"238983_at","grey"
"220736_at","grey"
"240751_at","grey"
"241708_at","grey"
"1560990_a_at","grey"
"210861_s_at","grey"
"1561854_at","grey"
"239587_at","grey"
"1557277_a_at","grey"
"239936_at","grey"
"1554449_at","grey"
"1554785_at","grey"
"229638_at","grey"
"221053_s_at","turquoise"
"240124_at","grey"
"220190_s_at","grey"
"235937_at","grey"
"236760_at","grey"
"1557567_a_at","grey"
"241675_s_at","grey"
"227414_at","turquoise"
"206693_at","grey"
"242162_at","turquoise"
"1569948_at","grey"
"223771_at","grey"
"1558693_s_at","turquoise"
"228194_s_at","grey"
"223395_at","grey"
"210631_at","turquoise"
"222162_s_at","grey"
"223758_s_at","turquoise"
"231375_at","grey"
"1556783_a_at","blue"
"204223_at","blue"
"1557740_a_at","grey"
"1555025_at","grey"
"236114_at","grey"
"211094_s_at","grey"
"1556037_s_at","grey"
"225195_at","turquoise"
"239014_at","turquoise"
"231622_at","grey"
"1559020_a_at","grey"
"239636_at","grey"
"208790_s_at","blue"
"211116_at","grey"
"218383_at","grey"
"1566764_at","grey"
"1553940_a_at","grey"
"242549_at","grey"
"1560997_at","grey"
"238289_at","blue"
"1567288_at","grey"
"225502_at","grey"
"219555_s_at","turquoise"
"237803_x_at","blue"
"216033_s_at","turquoise"
"1557746_at","turquoise"
"222181_at","grey"
"1570235_at","grey"
"222071_s_at","turquoise"
"234583_at","turquoise"
"230401_at","grey"
"1557285_at","grey"
"1564469_at","grey"
"204953_at","turquoise"
"1554294_s_at","grey"
"220243_at","turquoise"
"1555261_at","blue"
"225635_s_at","turquoise"
"1553883_at","grey"
"203189_s_at","turquoise"
"244513_at","grey"
"242003_at","turquoise"
"211164_at","grey"
"1563536_at","grey"
"226955_at","brown"
"218711_s_at","grey"
"230397_at","brown"
"231229_at","grey"
"1563310_a_at","grey"
"214837_at","grey"
"206727_at","grey"
"1563139_at","grey"
"209244_s_at","blue"
"243381_at","brown"
"1563827_at","blue"
"1561553_at","grey"
"222425_s_at","turquoise"
"241018_at","grey"
"222504_s_at","turquoise"
"1554526_at","turquoise"
"1555780_a_at","turquoise"
"220655_at","grey"
"1570596_at","grey"
"1569072_s_at","grey"
"1556240_at","blue"
"239483_at","turquoise"
"1557961_s_at","turquoise"
"219750_at","grey"
"203942_s_at","turquoise"
"216619_at","grey"
"216761_at","grey"
"237282_s_at","grey"
"208019_at","grey"
"1556204_a_at","grey"
"230443_at","brown"
"240645_at","grey"
"241188_at","grey"
"1569479_at","grey"
"1553467_at","grey"
"210127_at","turquoise"
"234590_x_at","grey"
"1564339_a_at","turquoise"
"1554234_at","grey"
"232693_s_at","blue"
"210146_x_at","grey"
"206030_at","grey"
"1556468_at","grey"
"244634_at","grey"
"231136_at","blue"
"203705_s_at","grey"
"1561215_at","grey"
"243854_at","grey"
"1566465_at","grey"
"238695_s_at","turquoise"
"228128_x_at","grey"
"216810_at","grey"
"235349_at","turquoise"
"1556821_x_at","grey"
"231181_at","grey"
"207706_at","grey"
"211903_s_at","grey"
"243287_s_at","turquoise"
"208470_s_at","grey"
"235751_s_at","turquoise"
"240160_x_at","grey"
"206029_at","grey"
"232855_at","grey"
"211029_x_at","grey"
"239229_at","grey"
"223380_s_at","blue"
"1561140_at","grey"
"1560169_at","grey"
"1561129_at","grey"
"220233_at","turquoise"
"1568663_a_at","grey"
"215392_at","grey"
"1565799_at","grey"
"1557239_at","grey"
"1564690_at","grey"
"1562736_at","grey"
"1556238_at","grey"
"57588_at","grey"
"243436_at","grey"
"200853_at","turquoise"
"209955_s_at","turquoise"
"1563009_at","brown"
"240605_at","grey"
"213665_at","blue"
"238982_at","brown"
"1559370_at","grey"
"1554362_at","grey"
"243885_x_at","grey"
"1566673_at","blue"
"1568574_x_at","grey"
"1555073_at","grey"
"220784_s_at","grey"
"209162_s_at","turquoise"
"1557148_at","grey"
"1558214_s_at","brown"
"207450_s_at","turquoise"
"219387_at","blue"
"1566728_at","brown"
"240406_at","grey"
"1560288_at","grey"
"1560038_at","grey"
"222693_at","grey"
"1558651_at","grey"
"208143_s_at","grey"
"205799_s_at","turquoise"
"1557066_at","grey"
"219457_s_at","grey"
"236107_at","blue"
"221024_s_at","grey"
"1556624_at","grey"
"230702_at","grey"
"1561521_at","grey"
"241789_at","grey"
"1567860_at","grey"
"231841_s_at","grey"
"206282_at","turquoise"
"235354_s_at","grey"
"240622_at","grey"
"215813_s_at","grey"
"243735_at","turquoise"
"1560201_at","blue"
"211529_x_at","turquoise"
"237139_at","blue"
"215446_s_at","grey"
"1567696_at","grey"
"244125_at","grey"
"204247_s_at","turquoise"
"242544_x_at","grey"
"239819_at","blue"
"212977_at","brown"
"231464_at","grey"
"1559170_at","turquoise"
"205029_s_at","turquoise"
"213964_x_at","grey"
"1555137_a_at","grey"
"1559310_at","brown"
"234244_at","grey"
"217966_s_at","blue"
"214897_at","blue"
"1562997_a_at","grey"
"242005_at","grey"
"233318_at","grey"
"239058_at","blue"
"235821_at","grey"
"215955_x_at","turquoise"
"237896_at","grey"
"234420_at","grey"
"237586_at","blue"
"243496_at","blue"
"217268_at","grey"
"242360_at","grey"
"233053_at","grey"
"209541_at","turquoise"
"234279_at","grey"
"238149_at","grey"
"224031_at","grey"
"230602_at","grey"
"209821_at","grey"
"241672_at","turquoise"
"1555547_at","grey"
"210997_at","grey"
"244427_at","grey"
"232614_at","blue"
"239892_at","blue"
"220265_at","grey"
"224539_s_at","turquoise"
"204853_at","turquoise"
"238870_at","turquoise"
"218295_s_at","turquoise"
"230362_at","turquoise"
"241205_at","grey"
"231091_x_at","grey"
"225987_at","grey"
"1556271_at","grey"
"1567705_at","grey"
"230908_at","turquoise"
"241465_at","blue"
"222942_s_at","turquoise"
"238399_x_at","grey"
"229881_at","grey"
"206202_at","grey"
"220413_at","grey"
"1562514_at","grey"
"223883_s_at","grey"
"230482_at","turquoise"
"1553625_at","grey"
"203722_at","grey"
"223628_at","turquoise"
"215220_s_at","grey"
"206011_at","grey"
"1562307_at","grey"
"221173_at","grey"
"242031_at","grey"
"241272_at","grey"
"239944_at","grey"
"1565839_a_at","grey"
"243641_at","grey"
"1562306_at","grey"
"1566726_at","blue"
"234095_at","grey"
"219455_at","turquoise"
"232238_at","grey"
"214903_at","grey"
"236419_at","grey"
"244435_at","grey"
"226622_at","grey"
"243862_at","grey"
"1552722_at","grey"
"241461_at","grey"
"231343_at","grey"
"1560013_at","grey"
"235523_at","grey"
"234160_at","grey"
"1556667_at","grey"
"227088_at","brown"
"244609_at","grey"
"1554154_at","grey"
"1554418_s_at","grey"
"244389_at","turquoise"
"215264_at","turquoise"
"1552849_at","grey"
"1560725_at","grey"
"223826_s_at","grey"
"1555464_at","grey"
"244292_at","blue"
"241299_at","blue"
"230710_at","grey"
"239935_at","turquoise"
"208600_s_at","grey"
"1560469_at","grey"
"1556873_at","grey"
"1556832_at","grey"
"228597_at","turquoise"
"237712_at","grey"
"1561452_at","grey"
"240035_at","grey"
"231173_at","grey"
"235350_at","grey"
"233672_s_at","grey"
"218579_s_at","turquoise"
"233154_at","grey"
"1557886_at","grey"
"232315_at","grey"
"1560676_at","turquoise"
"242319_at","blue"
"1569620_s_at","blue"
"220393_at","grey"
"220954_s_at","turquoise"
"1569270_at","grey"
"230492_s_at","grey"
"210941_at","grey"
"1554540_at","grey"
"219552_at","grey"
"232048_at","grey"
"214770_at","grey"
"203698_s_at","grey"
"1570300_at","grey"
"215586_at","grey"
"1565107_x_at","grey"
"1555334_s_at","turquoise"
"1569873_at","grey"
"231439_at","turquoise"
"1556648_a_at","grey"
"243510_at","grey"
"243198_at","grey"
"241413_at","grey"
"243613_at","grey"
"215209_at","grey"
"1564773_x_at","brown"
"214146_s_at","grey"
"219681_s_at","grey"
"243146_at","grey"
"242900_at","turquoise"
"203165_s_at","turquoise"
"219360_s_at","grey"
"211360_s_at","blue"
"210258_at","grey"
"240216_at","blue"
"221177_at","grey"
"241961_at","grey"
"201008_s_at","blue"
"204678_s_at","turquoise"
"1559914_at","grey"
"238511_at","grey"
"222456_s_at","grey"
"1561263_at","grey"
"230463_at","blue"
"237806_s_at","grey"
"242734_x_at","turquoise"
"232913_at","grey"
"1561760_s_at","turquoise"
"222290_at","grey"
"215237_at","grey"
"205135_s_at","grey"
"223400_s_at","grey"
"1555246_a_at","grey"
"244868_at","blue"
"238309_x_at","grey"
"242786_at","turquoise"
"1557501_a_at","blue"
"220311_at","grey"
"238872_at","turquoise"
"211093_at","grey"
"244385_at","grey"
"240913_at","brown"
"235147_at","grey"
"215591_at","brown"
"209804_at","turquoise"
"205343_at","grey"
"1559617_at","grey"
"202024_at","turquoise"
"1555616_at","blue"
"244615_x_at","brown"
"207278_s_at","grey"
"220356_at","grey"
"241885_at","blue"
"241616_at","grey"
"237850_at","grey"
"204736_s_at","blue"
"220670_at","grey"
"240181_at","grey"
"201160_s_at","blue"
"221618_s_at","grey"
"212413_at","grey"
"223775_at","grey"
"217137_x_at","brown"
"229226_at","grey"
"234556_at","grey"
"213856_at","grey"
"207932_at","grey"
"236937_at","grey"
"229190_at","turquoise"
"234548_at","grey"
"236223_s_at","grey"
"217959_s_at","turquoise"
"1553311_at","grey"
"217857_s_at","turquoise"
"1569263_at","grey"
"215655_at","grey"
"212332_at","brown"
"1558088_a_at","brown"
"1566608_at","grey"
"228293_at","grey"
"1561269_at","grey"
"201743_at","grey"
"213382_at","grey"
"243865_x_at","grey"
"242226_at","grey"
"1564158_a_at","blue"
"207524_at","grey"
"1554764_a_at","grey"
"202283_at","turquoise"
"234755_x_at","grey"
"215713_at","grey"
"1553502_a_at","grey"
"219820_at","grey"
"1566631_at","grey"
"231214_at","grey"
"200671_s_at","grey"
"205352_at","turquoise"
"223609_at","grey"
"210220_at","grey"
"237477_at","grey"
"219403_s_at","grey"
"1556497_a_at","grey"
"1554295_x_at","grey"
"224360_s_at","turquoise"
"1560823_at","grey"
"221491_x_at","grey"
"214981_at","grey"
"1565895_at","grey"
"230550_at","grey"
"212396_s_at","turquoise"
"1565637_at","grey"
"233097_x_at","grey"
"1557117_at","turquoise"
"240448_at","grey"
"205155_s_at","grey"
"235639_at","grey"
"202852_s_at","turquoise"
"1561096_at","grey"
"1560528_at","grey"
"241750_x_at","grey"
"203670_at","grey"
"1564819_at","grey"
"229917_at","turquoise"
"1558905_at","grey"
"1561080_at","grey"
"1552514_at","grey"
"233798_at","grey"
"211480_s_at","turquoise"
"236493_at","blue"
"206487_at","brown"
"236677_at","brown"
"223174_at","turquoise"
"232020_at","grey"
"234800_at","grey"
"236245_at","grey"
"229256_at","turquoise"
"232637_at","grey"
"203365_s_at","brown"
"224414_s_at","blue"
"1556630_at","grey"
"226435_at","blue"
"239223_s_at","turquoise"
"1564665_at","grey"
"241275_at","grey"
"235789_at","blue"
"1567240_x_at","grey"
"234501_x_at","grey"
"1554633_a_at","turquoise"
"1564746_at","turquoise"
"237881_at","blue"
"238017_at","turquoise"
"235797_x_at","grey"
"203243_s_at","brown"
"212951_at","blue"
"204674_at","turquoise"
"231536_at","grey"
"239616_at","grey"
"237053_at","grey"
"244617_at","turquoise"
"1556849_at","grey"
"229275_at","grey"
"234289_x_at","grey"
"228585_at","blue"
"220004_at","grey"
"223610_at","turquoise"
"220646_s_at","grey"
"210665_at","grey"
"219956_at","grey"
"237075_at","grey"
"1570125_at","grey"
"1559508_at","grey"
"1570352_at","grey"
"1553226_at","grey"
"202430_s_at","grey"
"1569383_s_at","grey"
"230900_at","turquoise"
"204466_s_at","turquoise"
"205675_at","grey"
"237521_x_at","grey"
"237070_at","grey"
"211494_s_at","blue"
"1558930_at","grey"
"244662_at","turquoise"
"244761_at","grey"
"224024_at","grey"
"1559826_a_at","grey"
"238735_at","blue"
"228295_at","grey"
"236113_at","grey"
"236822_at","grey"
"1556889_s_at","grey"
"202395_at","turquoise"
"1552579_a_at","grey"
"1569755_at","brown"
"243247_at","grey"
"204525_at","turquoise"
"219858_s_at","turquoise"
"1564262_at","grey"
"201929_s_at","grey"
"1556187_at","grey"
"237161_at","grey"
"219010_at","blue"
"234207_at","blue"
"237577_at","brown"
"236539_at","grey"
"242336_at","grey"
"1562424_at","grey"
"217624_at","grey"
"204361_s_at","turquoise"
"1554324_s_at","grey"
"207164_s_at","grey"
"231555_at","grey"
"208534_s_at","grey"
"1567443_x_at","grey"
"205147_x_at","grey"
"244470_at","grey"
"1556272_a_at","grey"
"212924_s_at","grey"
"211338_at","grey"
"244156_at","grey"
"228789_at","turquoise"
