"Gene","Module"
"RPL22L1","brown"
"NOMO2","brown"
"TSTD2","pink"
"SCP2","pink"
"NDUFS5","brown"
"PFKP","brown"
"SLC8B1","blue"
"SLC27A4","blue"
"SHMT1","magenta"
"PET100","blue"
"JAK3","yellow"
"OXCT1","brown"
"PRNP","pink"
"IL17RA","turquoise"
"PCYT2","blue"
"CSNK1G2","blue"
"TMEM234","green"
"ARL3","green"
"ZNF319","yellow"
"CD58","turquoise"
"YPEL2","turquoise"
"ATP5MC2","brown"
"IKBKG","blue"
"LEMD3","turquoise"
"RAB3GAP2","turquoise"
"ZBTB37","turquoise"
"MTURN","purple"
"PIK3R1","pink"
"TENT5A","black"
"ABCD1","blue"
"SNTA1","blue"
"RNF44","turquoise"
"ACSF3","blue"
"APOBEC3F","brown"
"CCNQ","blue"
"VSIR","green"
"DTL","magenta"
"TSPAN5","cyan"
"CFAP36","brown"
"RNF138","turquoise"
"MDH1","red"
"CRTAP","brown"
"GLOD4","red"
"TRMT1L","turquoise"
"MCM5","brown"
"CAVIN3","blue"
"DCK","pink"
"SYNCRIP","pink"
"TICAM2","turquoise"
"XYLT1","turquoise"
"NACA2","blue"
"PAPOLA","turquoise"
"NT5E","red"
"TBC1D2","blue"
"EPS15","turquoise"
"SLC35C2","blue"
"RTN3","turquoise"
"FPR3","salmon"
"KLF11","salmon"
"SMCR8","turquoise"
"RABGAP1L","salmon"
"QPCTL","brown"
"RPS9","brown"
"CSAD","turquoise"
"SPINT2","blue"
"STK16","green"
"TMEM30A","turquoise"
"CANX","pink"
"TRIM34","turquoise"
"SP100","turquoise"
"ATAD2B","turquoise"
"DAPK1","turquoise"
"ANXA5","pink"
"PELI3","blue"
"BCL2L11","turquoise"
"NPIPB12","blue"
"NBPF15","red"
"ANK1","cyan"
"EMC10","blue"
"CC2D1A","blue"
"NDUFA12","brown"
"WWP1","pink"
"LCP2","turquoise"
"USB1","yellow"
"ADRM1","blue"
"ENDOD1","purple"
"MTSS1","pink"
"QARS1","brown"
"NUAK2","turquoise"
"TNFAIP8L2","blue"
"GPX3","blue"
"C11orf80","brown"
"PHF2","turquoise"
"PLEKHG3","blue"
"ATP7A","turquoise"
"ANKRD13A","turquoise"
"SLC41A3","brown"
"NDE1","turquoise"
"KIR2DL1","red"
"RPS25","brown"
"LY6G6D","grey"
"HNRNPK","pink"
"ASB13","blue"
"VRK1","magenta"
"ESYT2","pink"
"APOL4","grey"
"TLR9","green"
"NEIL1","blue"
"GPR65","turquoise"
"KBTBD2","turquoise"
"PAQR4","blue"
"MAP3K14","brown"
"IL2RA","brown"
"CSNK1E","brown"
"LXN","turquoise"
"RPL24","brown"
"CELA1","blue"
"IGFBP3","brown"
"PAICS","tan"
"PTGER4","turquoise"
"PHF24","yellow"
"RBPJ","turquoise"
"KLHL21","yellow"
"FAM107B","turquoise"
"YWHAH","turquoise"
"GSS","brown"
"SLC18B1","red"
"OSTC","brown"
"BTBD10","turquoise"
"OLFM2","brown"
"NPIPB5","turquoise"
"CYP2D6","blue"
"RPL26","brown"
"FLJ44635","blue"
"SAA1","grey"
"ASXL2","turquoise"
"SNRPB","brown"
"RRN3","pink"
"ETV3","turquoise"
"STEAP3","grey"
"LZTS2","blue"
"CLIC2","yellow"
"SH2D4A","yellow"
"ARL17A","brown"
"POU2F2","brown"
"TTYH3","brown"
"CD84","pink"
"THBS3","green"
"P4HTM","brown"
"PPP3CA","turquoise"
